Date,Site,Treatment,Plot #,Purpose,Purpose2,Nitrate,Ammonium,Phosphate,,,Matrix,Notes,Cat-L,Cat-W,An-L,An-W,Cation Area,Anion area
8/16/2018,Mesic,Ancillary,1,Growing season,GS,0.000985776,0.01243285,0.005159764,,77,2M KCl,,1.9,5.15,2.1,5.7,9.785,11.97
8/16/2018,Mesic,Ancillary,2,Growing season,GS,0,0.012050165,0.019490952,,77,2M KCl,,2.2,4.7,1.9,6,10.34,11.4
8/16/2018,Mesic,Ancillary,3,Growing season,GS,,,,,77,2M KCl,,,,,,0,0
8/16/2018,Mesic,Ancillary,4,Growing season,GS,0.000675266,0.013020176,0.003631732,,77,2M KCl,,2.2,5.6,2.1,5.1,12.32,10.71
8/16/2018,Mesic,Ancillary,5,Growing season,GS,0.000447808,0,0.058492117,,77,2M KCl,,2.6,5.9,2,5.1,15.34,10.2
8/16/2018,Mesic,Ancillary,6,Growing season,GS,0.000951592,0.01320701,0.00594695,,77,2M KCl,,2,5.2,1.6,6,10.4,9.6
8/16/2018,Mesic,Ancillary,7,Growing season,GS,0.000253758,0.016178588,0.00688849,,77,2M KCl,,2,5.2,2,6,10.4,12
8/16/2018,Mesic,Ancillary,8,Growing season,GS,0,0.018966458,0.006414581,,77,2M KCl,,1.9,5.2,2,5.6,9.88,11.2
8/16/2018,Mesic,fertilizedilized,1,Growing season,GS,,,,,77,2M KCl,,,,,,0,0
8/16/2018,Mesic,fertilizedilized,2,Growing season,GS,,,,,77,2M KCl,,,,,,0,0
8/16/2018,Mesic,fertilizedilized,3,Growing season,GS,,,,,77,2M KCl,,,,,,0,0
8/16/2018,Mesic,fertilizedilized,4,Growing season,GS,,,,,77,2M KCl,,,,,,0,0
8/16/2018,Mesic,fertilizedilized,5,Growing season,GS,,,,,77,2M KCl,,,,,,0,0
8/17/2018,Xeric,Snowfence,1,Growing season,GS,0,0.029866926,0.003247381,,76,2M KCl,,2,5.3,2.1,5.25,10.6,11.025
8/17/2018,Xeric,Snowfence,2,Growing season,GS,0,0.029273338,0.023393761,,76,2M KCl,,2,5,1.9,5,10,9.5
8/17/2018,Xeric,Snowfence,3,Growing season,GS,0.020039402,0.032018311,0.002999288,,76,2M KCl,,2,5.2,2,5.1,10.4,10.2
8/17/2018,Xeric,Snowfence,4,Growing season,GS,0.000396703,0.028017194,0.003119091,,76,2M KCl,,2,5.1,1.9,5.05,10.2,9.595
8/17/2018,Xeric,Snowfence,5,Growing season,GS,0.019106469,0.027621767,0.002553742,,76,2M KCl,,2,5.2,2,5.1,10.4,10.2
8/17/2018,Xeric,Snowfence,6,Growing season,GS,0.000522443,0.027676115,0.013290324,,76,2M KCl,,2,5.1,2,5.1,10.2,10.2
8/17/2018,Xeric,Snowfence,7,Growing season,GS,7.04E-05,0.023630974,0.004038118,,76,2M KCl,,2,5.3,2.1,5.15,10.6,10.815
8/17/2018,Xeric,Snowfence,8,Growing season,GS,0,0.023017024,0.007348152,,76,2M KCl,,2.1,5.1,2.1,5.1,10.71,10.71
8/17/2018,Xeric,Control,1,Growing season,GS,0.001044885,0.037730178,0.004944479,,76,2M KCl,,2.1,5.2,2,5.1,10.92,10.2
8/17/2018,Xeric,Control,2,Growing season,GS,0.00108181,0.030936782,0.004865436,,76,2M KCl,,1.9,5.2,1.9,5,9.88,9.5
8/17/2018,Xeric,Control,3,Growing season,GS,0.037649032,0.030517584,0.004201901,,76,2M KCl,,1.9,5.1,1.8,5.1,9.69,9.18
8/17/2018,Xeric,Control,4,Growing season,GS,0.000802674,0.035836363,0.003075562,,76,2M KCl,,1.9,5,1.7,5.3,9.5,9.01
8/17/2018,Xeric,Control,5,Growing season,GS,0.005560281,0.024389441,0.003520903,,76,2M KCl,,2.2,5.15,2,5.1,11.33,10.2
8/17/2018,Xeric,Control,6,Growing season,GS,0.003045093,0.027676115,0,,76,2M KCl,,2,5.1,1.8,5,10.2,9
8/17/2018,Xeric,Control,7,Growing season,GS,0.007575779,0.02461109,0.000610996,,76,2M KCl,,2,5.2,2,5.15,10.4,10.3
8/17/2018,Xeric,Control,8,Growing season,GS,0.000435013,0.019733849,0.000216789,,76,2M KCl,,2,5.1,2.1,5,10.2,10.5
8/17/2018,Xeric,Ancillary,1,Growing season,GS,0,0.038613128,0.000714995,,76,2M KCl,,2,5.2,2,5.15,10.4,10.3
8/17/2018,Xeric,Ancillary,2,Growing season,GS,0.000972738,0.026160307,0.000371942,,76,2M KCl,,2.2,5,1.8,5,11,9
8/17/2018,Xeric,Ancillary,3,Growing season,GS,0.000314251,0.025184552,0.001713466,,76,2M KCl,,2,5.2,1.9,5.1,10.4,9.69
8/17/2018,Xeric,Ancillary,4,Growing season,GS,0.003967421,0.037031421,0.001948377,,76,2M KCl,,2,5.1,1.9,5.1,10.2,9.69
8/17/2018,Xeric,Ancillary,5,Growing season,GS,0,0.034018006,0.000782183,,76,2M KCl,,2,5.15,2,5.05,10.3,10.1
8/17/2018,Xeric,Ancillary,6,Growing season,GS,0.013198548,0.02427657,0.003399296,,76,2M KCl,,2,5.2,1.9,5.1,10.4,9.69
8/17/2018,Xeric,Ancillary,7,Growing season,GS,0,0.025216244,0.002484428,,76,2M KCl,,1.9,5,1.8,5.15,9.5,9.27
8/17/2018,Xeric,Ancillary,8,Growing season,GS,0,0.027717344,0.002599982,,76,2M KCl,,1.9,5.2,1.9,5.15,9.88,9.785
8/17/2018,Xeric,fertilizedilized,1,Growing season,GS,,,,,76,2M KCl,,,,,,0,0
8/17/2018,Xeric,fertilizedilized,2,Growing season,GS,,,,,76,2M KCl,,,,,,0,0
8/17/2018,Xeric,fertilizedilized,3,Growing season,GS,,,,,76,2M KCl,,,,,,0,0
8/17/2018,Xeric,fertilizedilized,4,Growing season,GS,0,0.029770831,0.051392987,,76,2M KCl,,2,5.05,2.1,5.15,10.1,10.815
8/17/2018,Xeric,fertilizedilized,5,Growing season,GS,,,,,76,2M KCl,,,,,,0,0
8/18/2018,Hydric,Snowfence,1,Growing season,GS,0.001038275,0.023700657,0.003262557,,78,2M KCl,,2,5.2,2,5.2,10.4,10.4
8/18/2018,Hydric,Snowfence,2,Growing season,GS,0.002785214,0.041883111,0.003496708,,78,2M KCl,,1.9,4.85,1.8,5,9.215,9
8/18/2018,Hydric,Snowfence,3,Growing season,GS,0.002370769,0.022321944,0.002365277,,78,2M KCl,,2.1,5,2,6.1,10.5,12.2
8/18/2018,Hydric,Snowfence,4,Growing season,GS,0,0.019681035,0.003369189,,78,2M KCl,,2.2,5.1,2.2,5.2,11.22,11.44
8/18/2018,Hydric,Snowfence,5,Growing season,GS,0,0.021031948,0.003553658,,78,2M KCl,,2,5.1,1.8,5,10.2,9
8/18/2018,Hydric,Snowfence,6,Growing season,GS,0,0.031574269,0.005320236,,78,2M KCl,,2.1,5.2,2,5,10.92,10
8/18/2018,Hydric,Snowfence,7,Growing season,GS,0,0.036534052,0.004189946,,78,2M KCl,,2.1,5.1,2,5.15,10.71,10.3
8/18/2018,Hydric,Snowfence,8,Growing season,GS,0,0.027536185,0.004150352,,78,2M KCl,,2.1,5.1,1.85,5.1,10.71,9.435
8/18/2018,Hydric,Control,1,Growing season,GS,0,0.032283803,0.003970994,,78,2M KCl,,2.1,6,2,5.15,12.6,10.3
8/18/2018,Hydric,Control,2,Growing season,GS,0.0022685,0.023857183,0.00478377,,78,2M KCl,,2.25,5.9,2,5.1,13.275,10.2
8/18/2018,Hydric,Control,3,Growing season,GS,0,0.034325279,0.005613114,,78,2M KCl,,2,5.1,5.2,1.9,10.2,9.88
8/18/2018,Hydric,Control,4,Growing season,GS,0,0.033021719,0.005205867,,78,2M KCl,,2.1,5,2,5.1,10.5,10.2
8/18/2018,Hydric,Control,5,Growing season,GS,4.80E-19,0.028823317,0.003277889,,78,2M KCl,,2.25,5.1,2.18,5.15,11.475,11.227
8/18/2018,Hydric,Control,6,Growing season,GS,0,0.027644965,0.00171169,,78,2M KCl,,2,5.15,1.85,5.05,10.3,9.3425
8/18/2018,Hydric,Control,7,Growing season,GS,0,0.037753244,0.006561725,,78,2M KCl,,2,5.15,2.1,5.2,10.3,10.92
8/18/2018,Hydric,Control,8,Growing season,GS,,,,,78,2M KCl,,,,,,0,0
8/18/2018,Hydric,Ancillary,1,Growing season,GS,3.74E-05,0.024363243,0.002806567,,78,2M KCl,,2.3,4.9,2,5.15,11.27,10.3
8/18/2018,Hydric,Ancillary,2,Growing season,GS,0.001018685,0.036722826,0.003471779,,78,2M KCl,,2,4.8,2,5.3,9.6,10.6
8/18/2018,Hydric,Ancillary,3,Growing season,GS,0.000670994,0.034036352,0.001480235,,78,2M KCl,,2.1,5,2.1,5.2,10.5,10.92
8/18/2018,Hydric,Ancillary,4,Growing season,GS,0.001079806,0.027607644,0.000277203,,78,2M KCl,,2,4.85,2,5,9.7,10
8/18/2018,Hydric,Ancillary,5,Growing season,GS,0.001747259,0.031466905,0.000675735,,78,2M KCl,,1.9,5.2,2.1,5.15,9.88,10.815
8/18/2018,Hydric,Ancillary,6,Growing season,GS,0,0.037380486,0.003723925,,78,2M KCl,,2.15,5.2,1.9,5.2,11.18,9.88
8/18/2018,Hydric,Ancillary,7,Growing season,GS,0.000396087,0.034916573,0.009505981,,78,2M KCl,,2.2,5.1,2.1,5.1,11.22,10.71
8/18/2018,Hydric,Ancillary,8,Growing season,GS,0.000778706,0.033258408,0.001751557,,78,2M KCl,,2,5.3,2,5.2,10.6,10.4
8/18/2018,Hydric,fertilizedilized,1,Growing season,GS,,,,,78,2M KCl,,,,,,0,0
8/18/2018,Hydric,fertilizedilized,2,Growing season,GS,,,,,78,2M KCl,,,,,,0,0
8/18/2018,Hydric,fertilizedilized,3,Growing season,GS,,,,,78,2M KCl,,,,,,0,0
8/18/2018,Hydric,fertilizedilized,4,Growing season,GS,,,,,78,2M KCl,,,,,,0,0
8/18/2018,Hydric,fertilizedilized,5,Growing season,GS,,,,,78,2M KCl,,,,,,0,0
6/13/2019,Hydric,Snowfence,1,over winter,OW,0,0.000237005,0.00224758,,303,2M KCl,,5.1,2.4,5.1,2,12.24,10.2
6/13/2019,Hydric,Snowfence,2,over winter,OW,0,0.000364526,8.72E-05,,303,2M KCl,,5.1,1.9,5.1,1.9,9.69,9.69
6/13/2019,Hydric,Snowfence,3,over winter,OW,0,0.000314095,0.003859901,,303,2M KCl,,5,2,5.1,2,10,10.2
6/13/2019,Hydric,Snowfence,4,over winter,OW,0,0.000271837,0.00020214,,303,2M KCl,,5.1,2.8,5.1,2.1,14.28,10.71
6/13/2019,Hydric,Snowfence,5,over winter,OW,,,,,303,2M KCl,,,,,,0,0
6/13/2019,Hydric,Snowfence,6,over winter,OW,0,0.000362273,0.00042176,,303,2M KCl,,5.3,2,5.1,2,10.6,10.2
6/13/2019,Hydric,Snowfence,7,over winter,OW,,,,,303,2M KCl,,,,,,0,0
6/13/2019,Hydric,Snowfence,8,over winter,OW,0,0.00038714,0.000336179,,303,2M KCl,,5,2,5,1.9,10,9.5
6/13/2019,Hydric,Control,1,over winter,OW,0,0.000313051,0.000375958,,303,2M KCl,,5,2.5,4.9,1.9,12.5,9.31
6/13/2019,Hydric,Control,2,over winter,OW,0,0.000264171,0.000150072,,303,2M KCl,,5,1.9,5.2,1.8,9.5,9.36
6/13/2019,Hydric,Control,3,over winter,OW,0,0.000254913,0.000251443,,303,2M KCl,,5,2.1,5,1.9,10.5,9.5
6/13/2019,Hydric,Control,4,over winter,OW,0,0.000224353,0.000318285,,303,2M KCl,,5,2.4,5.2,2,12,10.4
6/13/2019,Hydric,Control,5,over winter,OW,0,0.00022089,0.000208226,,303,2M KCl,,4.8,2.8,5.1,1.9,13.44,9.69
6/13/2019,Hydric,Control,6,over winter,OW,0,0.000227086,0.000196126,,303,2M KCl,,5,2.1,5,2,10.5,10
6/13/2019,Hydric,Control,7,over winter,OW,0,0.000377267,0.000739581,,303,2M KCl,,5.2,2,5.2,1.8,10.4,9.36
6/13/2019,Hydric,Control,8,over winter,OW,0,0.000403079,0.000465909,,303,2M KCl,,5.1,2,5.1,2.1,10.2,10.71
6/13/2019,Hydric,Ancillary,1,over winter,OW,0,0.00032453,0.00506909,,303,2M KCl,,5,2,5.1,1.9,10,9.69
6/13/2019,Hydric,Ancillary,2,over winter,OW,0,0.000334965,0.006683102,,303,2M KCl,,5,2,5,2.8,10,14
6/13/2019,Hydric,Ancillary,3,over winter,OW,0,0.000265348,0.007976332,,303,2M KCl,,4.9,2.5,5.1,1.9,12.25,9.69
6/13/2019,Hydric,Ancillary,4,over winter,OW,0,0.000331948,0.001229878,,303,2M KCl,,4.8,2.6,5.1,2,12.48,10.2
6/13/2019,Hydric,Ancillary,5,over winter,OW,0,0.00041024,0.00149207,,303,2M KCl,,5.1,2,5.1,1.9,10.2,9.69
6/13/2019,Hydric,Ancillary,6,over winter,OW,0,5.66E-05,0.000529506,,303,2M KCl,,10.1,2,,,20.2,0
6/13/2019,Hydric,Ancillary,7,over winter,OW,0,0.000314741,0.001410936,,303,2M KCl,,5.2,1.9,5.1,1.9,9.88,9.69
6/13/2019,Hydric,Ancillary,8,over winter,OW,,,,,303,2M KCl,,,,,,0,0
6/13/2019,Hydric,fertilized,1,over winter,OW,0,0.000464881,0.000680319,,303,2M KCl,,5,2,5.1,2.1,10,10.71
6/13/2019,Hydric,fertilized,2,over winter,OW,0,0.0003416,0.00529537,,303,2M KCl,,5.3,2,5,1.9,10.6,9.5
6/13/2019,Hydric,fertilized,3,over winter,OW,0,0.000261373,0.001901396,,303,2M KCl,,5,2.1,5.2,2,10.5,10.4
6/13/2019,Hydric,fertilized,4,over winter,OW,0,0.00032851,0.004610091,,303,2M KCl,,5.1,1.8,5.2,1.8,9.18,9.36
6/13/2019,Hydric,fertilized,5,over winter,OW,0,0.000403079,0.000223538,,303,2M KCl,,5.1,2,5,1.9,10.2,9.5
6/14/2019,Xeric,Snowfence,1,over winter,OW,0,0.000236192,0.000168856,,303,2M KCl,,6,2.1,5.1,1.9,12.6,9.69
6/14/2019,Xeric,Snowfence,2,over winter,OW,0,0.000219443,0.000167307,,303,2M KCl,,6,2.1,5.1,1.9,12.6,9.69
6/14/2019,Xeric,Snowfence,3,over winter,OW,0,0.000252648,0,,303,2M KCl,,6,2.1,5,1.9,12.6,9.5
6/14/2019,Xeric,Snowfence,4,over winter,OW,0,0.000232701,7.33E-05,,303,2M KCl,,5.2,2.1,5,2,10.92,10
6/14/2019,Xeric,Snowfence,5,over winter,OW,0,0.000189321,1.94E-05,,303,2M KCl,,4.8,2.1,5,2.1,10.08,10.5
6/14/2019,Xeric,Snowfence,6,over winter,OW,0,0.000210479,8.18E-05,,303,2M KCl,,5,2.1,5,2,10.5,10
6/14/2019,Xeric,Snowfence,7,over winter,OW,0,0.000231277,1.37E-05,,303,2M KCl,,5,2,5.1,2.1,10,10.71
6/14/2019,Xeric,Snowfence,8,over winter,OW,0,0.000185287,0,,303,2M KCl,,5.2,2.1,5,2,10.92,10
6/14/2019,Xeric,Control,1,over winter,OW,0,0.000135297,9.21E-05,,303,2M KCl,,6,2.2,5.1,2.1,13.2,10.71
6/14/2019,Xeric,Control,2,over winter,OW,0,0.000178688,0.000834483,,303,2M KCl,,5.8,2.5,5.1,2,14.5,10.2
6/14/2019,Xeric,Control,3,over winter,OW,0,0.000166862,9.49E-05,,303,2M KCl,,6.1,2.1,5.1,2.1,12.81,10.71
6/14/2019,Xeric,Control,4,over winter,OW,0,0.000188132,0.000143904,,303,2M KCl,,6,2.2,5,2.1,13.2,10.5
6/14/2019,Xeric,Control,5,over winter,OW,0,0.000198531,0.000252901,,303,2M KCl,,4.9,2.1,5.1,2.1,10.29,10.71
6/14/2019,Xeric,Control,6,over winter,OW,0,0.000130726,0.000243959,,303,2M KCl,,5.1,2,5,2,10.2,10
6/14/2019,Xeric,Control,7,over winter,OW,,9.96E-05,0.000132063,,303,2M KCl,,5,2.1,5.2,2,10.5,10.4
6/14/2019,Xeric,Control,8,over winter,OW,,0.000271376,0.000189953,,303,2M KCl,,5.3,2,5,2,10.6,10
6/14/2019,Xeric,Ancillary,1,over winter,OW,0,0.00022414,0,,303,2M KCl,,,,5,2,0,10
6/14/2019,Xeric,Ancillary,2,over winter,OW,0,0.000388705,0.000221612,,303,2M KCl,,6,2.1,5,2,12.6,10
6/14/2019,Xeric,Ancillary,3,over winter,OW,0,0.000283394,0.000170958,,303,2M KCl,,6,2,5.1,2,12,10.2
6/14/2019,Xeric,Ancillary,4,over winter,OW,0,0.0001094,0.000139181,,303,2M KCl,,5.1,1.9,5.2,2,9.69,10.4
6/14/2019,Xeric,Ancillary,5,over winter,OW,0,0.000301011,0.000629558,,303,2M KCl,,5,2.1,5,2.5,10.5,12.5
6/14/2019,Xeric,Ancillary,6,over winter,OW,0,0.000154479,0,,303,2M KCl,,,,10.4,1.9,0,19.76
6/14/2019,Xeric,Ancillary,7,over winter,OW,,0.000247211,0.000151962,,303,2M KCl,,5,2,5.3,1.9,10,10.07
6/14/2019,Xeric,Ancillary,8,over winter,OW,,0.000163789,0.000193537,,303,2M KCl,,5.3,2,5,2.1,10.6,10.5
6/14/2019,Xeric,fertilized,1,over winter,OW,,6.64E-05,0.005864507,,303,2M KCl,,4.9,2.5,5.3,2,12.25,10.6
6/14/2019,Xeric,fertilized,2,over winter,OW,,7.85E-05,0.007759579,,303,2M KCl,,5,2.4,5.1,2,12,10.2
6/14/2019,Xeric,fertilized,3,over winter,OW,,9.43E-05,0.0123385,,303,2M KCl,,5,1.8,5.1,1.9,9,9.69
6/14/2019,Xeric,fertilized,4,over winter,OW,,8.33E-05,0.005870882,,303,2M KCl,,4.9,2.7,5.1,2,13.23,10.2
6/14/2019,Xeric,fertilized,5,over winter,OW,,7.51E-05,0.008352292,,303,2M KCl,,4.9,2.2,5.1,2,10.78,10.2
6/15/2019,Mesic,Snowfence,1,over winter,OW,0,0.000668339,0.001412105,,303,2M KCl,,5.1,2,5.1,2,10.2,10.2
6/15/2019,Mesic,Snowfence,2,over winter,OW,0,0.000426926,0.002828742,,303,2M KCl,,4.9,2.2,6,1.5,10.78,9
6/15/2019,Mesic,Snowfence,3,over winter,OW,0,0.000259634,0.00075076,,303,2M KCl,,5,2,5.2,2,10,10.4
6/15/2019,Mesic,Snowfence,4,over winter,OW,0,,,,303,2M KCl,,,,,,0,0
6/15/2019,Mesic,Snowfence,5,over winter,OW,0,0.000301488,0.001774284,,303,2M KCl,,5,2.1,5.8,2.2,10.5,12.76
6/15/2019,Mesic,Snowfence,6,over winter,OW,0,0.000360257,0.002566933,,303,2M KCl,,5.6,2.2,5,2,12.32,10
6/15/2019,Mesic,Snowfence,7,over winter,OW,0,0.000420383,0.000119423,,303,2M KCl,,5.2,2,5,2,10.4,10
6/15/2019,Mesic,Snowfence,8,over winter,OW,0,0.000266615,0.001333069,,303,2M KCl,,5.9,2.1,5.6,2.1,12.39,11.76
6/15/2019,Mesic,Control,1,over winter,OW,0,,0.003472107,,303,2M KCl,,10.2,2,,,20.4,0
6/15/2019,Mesic,Control,2,over winter,OW,0,0.000474928,0.001329281,,303,2M KCl,,5.8,2.2,5,1.8,12.76,9
6/15/2019,Mesic,Control,3,over winter,OW,0,0.000194471,0.002635443,,303,2M KCl,,5.3,2,5.6,2,10.6,11.2
6/15/2019,Mesic,Control,4,over winter,OW,0,0.000215897,0.006908706,,303,2M KCl,,5.2,2,6.1,2,10.4,12.2
6/15/2019,Mesic,Control,5,over winter,OW,0,0.000283074,0.00728919,,303,2M KCl,,5.9,2,5.2,2.1,11.8,10.92
6/15/2019,Mesic,Control,6,over winter,OW,0,0.000188542,0.001424238,,303,2M KCl,,5.9,2.3,5,1.9,13.57,9.5
6/15/2019,Mesic,Control,7,over winter,OW,0,,0,,303,2M KCl,,12.1,2.3,,,27.83,0
6/15/2019,Mesic,Control,8,over winter,OW,0,0.00036406,0.000348582,,303,2M KCl,,5.1,1.9,5.2,2,9.69,10.4
6/15/2019,Mesic,Ancillary,1,over winter,OW,0,0.000412798,0.001964003,,303,2M KCl,,4.9,2,5.1,2,9.8,10.2
6/15/2019,Mesic,Ancillary,2,over winter,OW,0,0.000323983,0.00170494,,303,2M KCl,,5,2,5.7,1.7,10,9.69
6/15/2019,Mesic,Ancillary,3,over winter,OW,0,0.000234296,0.000644133,,303,2M KCl,,5,1.9,5.2,1.9,9.5,9.88
6/15/2019,Mesic,Ancillary,4,over winter,OW,0,0.000226921,0.008929506,,303,2M KCl,,6.2,2.3,5.1,2,14.26,10.2
6/15/2019,Mesic,Ancillary,5,over winter,OW,0,0.000226092,0.000325776,,303,2M KCl,,5.2,2,5.1,2.1,10.4,10.71
6/15/2019,Mesic,Ancillary,6,over winter,OW,0,0.000289683,0.003870051,,303,2M KCl,,5.1,2,5.8,2,10.2,11.6
6/15/2019,Mesic,Ancillary,7,over winter,OW,0,0.000263857,0.001978708,,303,2M KCl,,6,2.1,5.4,1.6,12.6,8.64
6/15/2019,Mesic,Ancillary,8,over winter,OW,0,0.000433054,0.002949563,,303,2M KCl,,6.4,2.2,5.2,2,14.08,10.4
6/15/2019,Mesic,fertilized,1,over winter,OW,0,0.000313543,0.008679357,,303,2M KCl,,5.2,1.8,5.7,1.9,9.36,10.83
6/15/2019,Mesic,fertilized,2,over winter,OW,0,0.000198479,0.010516249,,303,2M KCl,,5.2,1.9,5,2.1,9.88,10.5
6/15/2019,Mesic,fertilized,3,over winter,OW,,,,,303,2M KCl,,,,,,,
6/15/2019,Mesic,fertilized,4,over winter,OW,,,,,303,2M KCl,,,,,,,
6/15/2019,Mesic,fertilized,5,over winter,OW,0,0.000297978,0.000194834,,303,2M KCl,,5.2,2.1,6,1.9,10.92,11.4
8/7/2019,Xeric,Snowfence,1,Growing season,GS,0.00000446,0.000471943,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Snowfence,2,Growing season,GS,0.00012346,0.000415537,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Snowfence,3,Growing season,GS,0.00000595,0.000448139,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Snowfence,4,Growing season,GS,0.00002578,0.000490572,0,,55,2M KCl,,,,,,,
