Date,Site,Treatment,Plot #,Purpose,Purpose2,Nitrate,Ammonium,Phosphate,,,Matrix,Notes,Cat-L,Cat-W,An-L,An-W,Cation Area,Anion area
8/7/2019,Xeric,Snowfence,5,Growing season,GS,0,0.000395873,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Snowfence,6,Growing season,GS,0.00005404,0.00039639,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Snowfence,7,Growing season,GS,0.00005603,0.000380349,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Snowfence,8,Growing season,GS,0.00083941,0.000508166,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Control,1,Growing season,GS,0.00000595,0.000522656,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Control,2,Growing season,GS,0.00000744,0.00046832,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Control,3,Growing season,GS,0.00000446,0.000461076,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Control,4,Growing season,GS,0.00001636,0.000457971,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Control,5,Growing season,GS,0,0.000200265,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Control,6,Growing season,GS,0,0.000339468,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Control,7,Growing season,GS,0,0.000510754,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Control,8,Growing season,GS,0,0.000441411,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Ancillary,1,Growing season,GS,0.00000446,0.000302209,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Ancillary,2,Growing season,GS,0.00016858,0.000197678,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Ancillary,3,Growing season,GS,0.0000352,0.000509719,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Ancillary,4,Growing season,GS,0.00000149,0.000381384,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Ancillary,5,Growing season,GS,0.00001091,0.000502992,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Ancillary,6,Growing season,GS,0.00001289,0.000339468,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Ancillary,7,Growing season,GS,0,0.000487467,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,Ancillary,8,Growing season,GS,0,0.000263915,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,fertilized,1,Growing season,GS,0.00003619,0.000773634,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,fertilized,2,Growing season,GS,0,0.00041088,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,fertilized,3,Growing season,GS,0,0.000409845,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,fertilized,4,Growing season,GS,0,0.000516964,0,,55,2M KCl,,,,,,,
8/7/2019,Xeric,fertilized,5,Growing season,GS,0.0000124,0.000602865,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Snowfence,1,Growing season,GS,0,0.000356544,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Snowfence,2,Growing season,GS,0.00000297,0.000333775,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Snowfence,3,Growing season,GS,0.00002182,0.000390698,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Snowfence,4,Growing season,GS,0,0.000350852,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Snowfence,5,Growing season,GS,0,0.000248391,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Snowfence,6,Growing season,GS,0.00002826,0.000301691,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Snowfence,7,Growing season,GS,0,0.000189398,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Snowfence,8,Growing season,GS,0.00000645,0.000278922,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Control,1,Growing season,GS,0.0003788,0.000245286,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Control,2,Growing season,GS,0.00000694,0.000152657,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Control,3,Growing season,GS,0.00003173,0.000232866,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Control,4,Growing season,GS,0.00046408,0.000405705,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Control,5,Growing season,GS,0,0.000350335,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Control,6,Growing season,GS,0,0.000292894,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Control,7,Growing season,GS,0,0.000362754,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Control,8,Growing season,GS,0,0.000394838,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Ancillary,1,Growing season,GS,0.00007189,0.00033274,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Ancillary,2,Growing season,GS,0.00011404,0.00042123,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Ancillary,3,Growing season,GS,0,0.000397943,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Ancillary,4,Growing season,GS,0,0.000368964,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Ancillary,5,Growing season,GS,0.00001785,0.00035344,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Ancillary,6,Growing season,GS,0.00008032,0.000333258,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Ancillary,7,Growing season,GS,0.00002777,0.000321356,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,Ancillary,8,Growing season,GS,0.00005107,0.000333775,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,fertilized,1,Growing season,GS,0,0.000304796,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,fertilized,2,Growing season,GS,0,0.000338433,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,fertilized,3,Growing season,GS,0,0.00021579,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,fertilized,4,Growing season,GS,0.00282911,0.000414502,0,,55,2M KCl,,,,,,,
8/8/2019,Hydric,fertilized,5,Growing season,GS,0,0.0003286,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Snowfence,1,Growing season,GS,0,0.000515929,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Snowfence,2,Growing season,GS,0.00001934,0.000427957,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Snowfence,3,Growing season,GS,0,0.000637019,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Snowfence,4,Growing season,GS,0,0.000637019,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Snowfence,5,Growing season,GS,0,0.000433649,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Snowfence,6,Growing season,GS,0,0.000300656,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Snowfence,7,Growing season,GS,0.00729144,0.000318768,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Snowfence,8,Growing season,GS,0,0.000414502,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Control,1,Growing season,GS,0,0.000820725,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Control,2,Growing season,GS,0,0.000342572,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Control,3,Growing season,GS,0.00000297,0.000354475,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Control,4,Growing season,GS,0,0.000508166,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Control,5,Growing season,GS,0,0.000413467,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Control,6,Growing season,GS,0.00000149,0.00034723,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Control,7,Growing season,GS,0.01175376,0.001062906,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Control,8,Growing season,GS,0.00004165,0.000448656,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Ancillary,1,Growing season,GS,0,0.001129661,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Ancillary,2,Growing season,GS,0,0.005294349,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Ancillary,3,Growing season,GS,0,0.00033067,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Ancillary,4,Growing season,GS,0,0.000843931,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Ancillary,5,Growing season,GS,0,0.001212544,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Ancillary,6,Growing season,GS,0,0.001109721,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Ancillary,7,Growing season,GS,0.01621609,0.000968095,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,Ancillary,8,Growing season,GS,0,0.001146582,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,fertilized,1,Growing season,GS,0.00001686,0.001330889,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,fertilized,2,Growing season,GS,0.00005206,0.001515195,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,fertilized,3,Growing season,GS,0,0.00301293,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,fertilized,4,Growing season,GS,0,0.002213621,0,,55,2M KCl,,,,,,,
8/9/2019,Mesic,fertilized,5,Growing season,GS,0.0000005,0.001049578,0,,55,2M KCl,,,,,,,
9/1/2020,Hydric,Snowfence,1,OW-GS,OW-GS,0.00256635,0.016187737,0.002626462,,390,,,,,,,,
9/1/2020,Hydric,Snowfence,2,OW-GS,OW-GS,0.001473796,0.011447298,0,,390,,,,,,,,
9/1/2020,Hydric,Snowfence,3,OW-GS,OW-GS,0,0.02510907,0,,390,,,,,,,,
9/1/2020,Hydric,Snowfence,4,OW-GS,OW-GS,0.001695002,0.014089629,0.003398479,,390,,,,,,,,
9/1/2020,Hydric,Snowfence,5,OW-GS,OW-GS,0.002707596,0.029866915,0.004591771,,390,,,,,,,,
9/1/2020,Hydric,Snowfence,6,OW-GS,OW-GS,0,0.023543878,0.003541035,,390,,,,,,,,
9/1/2020,Hydric,Snowfence,7,OW-GS,OW-GS,0.002167048,0.025380568,0.001866659,,390,,,,,,,,
9/1/2020,Hydric,Snowfence,8,OW-GS,OW-GS,0,0.018527023,0.00257763,,390,,,,,,,,
9/1/2020,Hydric,Control,1,OW-GS,OW-GS,0.002621835,0.026234825,0,,390,,,,,,,,
9/1/2020,Hydric,Control,2,OW-GS,OW-GS,0.002007381,0.028855693,0.003141215,,390,,,,,,,,
9/1/2020,Hydric,Control,3,OW-GS,OW-GS,0,0.023034198,0,,390,,,,,,,,
9/1/2020,Hydric,Control,4,OW-GS,OW-GS,0.002749947,0.018460793,0.003238999,,390,,,,,,,,
9/1/2020,Hydric,Control,5,OW-GS,OW-GS,0.002121519,0.020267547,0.002820241,,390,,,,,,,,
9/1/2020,Hydric,Control,6,OW-GS,OW-GS,0.002924701,0.025111607,0,,390,,,,,,,,
9/1/2020,Hydric,Control,7,OW-GS,OW-GS,0,0.024447707,0,,390,,,,,,,,
9/1/2020,Hydric,Control,8,OW-GS,OW-GS,0.001783311,0.021359053,0.00314031,,390,,,,,,,,
9/1/2020,Xeric,Snowfence,1,OW-GS,OW-GS,0.004465013,0.01826628,0.002073734,,390,,,,,,,,
9/1/2020,Xeric,Snowfence,2,OW-GS,OW-GS,0,0.016964856,0,,390,,,,,,,,
9/1/2020,Xeric,Snowfence,3,OW-GS,OW-GS,0.006643538,0.028713063,0.003186785,,390,,,,,,,,
9/1/2020,Xeric,Snowfence,4,OW-GS,OW-GS,,,,,390,,,,,,,,
9/1/2020,Xeric,Snowfence,5,OW-GS,OW-GS,0.005910049,0.024899764,0,,390,,,,,,,,
9/1/2020,Xeric,Snowfence,6,OW-GS,OW-GS,0.006311194,0.029434731,0.002697866,,390,,,,,,,,
9/1/2020,Xeric,Snowfence,7,OW-GS,OW-GS,0.006571767,0.020429529,0.002779797,,390,,,,,,,,
9/1/2020,Xeric,Snowfence,8,OW-GS,OW-GS,0,0.023633641,0,,390,,,,,,,,
9/1/2020,Xeric,Control,1,OW-GS,OW-GS,0.00468465,0.014505449,0.003045905,,390,,,,,,,,
9/1/2020,Xeric,Control,2,OW-GS,OW-GS,0.006858932,0.023265848,0.003125511,,390,,,,,,,,
9/1/2020,Xeric,Control,3,OW-GS,OW-GS,0,0.019888093,0,,390,,,,,,,,
9/1/2020,Xeric,Control,4,OW-GS,OW-GS,0.003349713,0.022169143,0.003308035,,390,,,,,,,,
9/1/2020,Xeric,Control,5,OW-GS,OW-GS,0.004798509,0.019373406,0,,390,,,,,,,,
9/1/2020,Xeric,Control,6,OW-GS,OW-GS,0,0.025257006,0.00234085,,390,,,,,,,,
9/1/2020,Xeric,Control,7,OW-GS,OW-GS,0.004730986,0.016868668,0,,390,,,,,,,,
9/1/2020,Xeric,Control,8,OW-GS,OW-GS,0.004319192,0.015539955,0.003425784,,390,,,,,,,,
9/1/2020,Mesic,Snowfence,1,OW-GS,OW-GS,0.002469667,0.021439715,0,,390,,,,,,,,
9/1/2020,Mesic,Snowfence,2,OW-GS,OW-GS,0,0.023022361,0.015554183,,390,,,,,,,,
9/1/2020,Mesic,Snowfence,3,OW-GS,OW-GS,0.002511754,0.024943784,0.003753087,,390,,,,,,,,
9/1/2020,Mesic,Snowfence,4,OW-GS,OW-GS,0.001882528,0.022191084,0,,390,,,,,,,,
9/1/2020,Mesic,Snowfence,5,OW-GS,OW-GS,0.002507007,0.023174677,0.011725447,,390,,,,,,,,
9/1/2020,Mesic,Snowfence,6,OW-GS,OW-GS,0,0.027611157,0.00403083,,390,,,,,,,,
9/1/2020,Mesic,Snowfence,7,OW-GS,OW-GS,0.003056238,0.021689105,0,,390,,,,,,,,
9/1/2020,Mesic,Snowfence,8,OW-GS,OW-GS,0.002272146,0.017494103,0,,390,,,,,,,,
9/1/2020,Mesic,Control,1,OW-GS,OW-GS,0,0.022791205,0.007708199,,390,,,,,,,,
9/1/2020,Mesic,Control,2,OW-GS,OW-GS,0.003779157,0.030865063,0.016265397,,390,,,,,,,,
9/1/2020,Mesic,Control,3,OW-GS,OW-GS,0.002622504,0.019040178,0,,390,,,,,,,,
9/1/2020,Mesic,Control,4,OW-GS,OW-GS,0.002243032,0.021274405,0.007674336,,390,,,,,,,,
9/1/2020,Mesic,Control,5,OW-GS,OW-GS,0.001566017,0.018461167,0.034719083,,390,,,,,,,,
9/1/2020,Mesic,Control,6,OW-GS,OW-GS,0.00280418,0.01503294,0.015498451,,390,,,,,,,,
9/1/2020,Mesic,Control,7,OW-GS,OW-GS,0,0.028499372,0,,390,,,,,,,,
9/1/2020,Mesic,Control,8,OW-GS,OW-GS,0.002360556,0.022973,0.007080867,,390,,,,,,,,
6/1/2021,Hydric,Snowfence,1,OW,OW,0.002350018,0.005555313,0.001084597,,300,,,,,,,,
6/1/2021,Hydric,Snowfence,2,OW,OW,0.001404098,0.001159122,0.000386048,,300,,,,,,,,
6/1/2021,Hydric,Snowfence,3,OW,OW,0.001795591,0.021115637,0.001717199,,300,,,,,,,,
6/1/2021,Hydric,Snowfence,4,OW,OW,0.001534706,0.003474354,0.001039885,,300,,,,,,,,
6/1/2021,Hydric,Snowfence,5,OW,OW,0.002270406,0.02264265,0.003832012,,300,,,,,,,,
6/1/2021,Hydric,Snowfence,6,OW,OW,0.001437755,0.01982859,0.003374218,,300,,,,,,,,
6/1/2021,Hydric,Snowfence,7,OW,OW,0.00172014,0.019318678,0.001592425,,300,,,,,,,,
6/1/2021,Hydric,Snowfence,8,OW,OW,0.001515857,0.014840291,0.002422283,,300,,,,,,,,
6/1/2021,Hydric,Control,1,OW,OW,0.002246221,0.016849345,0.002031406,,300,,,,,,,,
6/1/2021,Hydric,Control,2,OW,OW,0.00178635,0.011020842,0.001325341,,300,,,,,,,,
6/1/2021,Hydric,Control,3,OW,OW,0.000758,0.010702569,0.000906822,,300,,,,,,,,
6/1/2021,Hydric,Control,4,OW,OW,0.002358817,0.011741133,0.002418287,,300,,,,,,,,
6/1/2021,Hydric,Control,5,OW,OW,0.001862516,0.00866816,0.001394337,,300,,,,,,,,
6/1/2021,Hydric,Control,6,OW,OW,0.002810929,0.004859691,0.000431501,,300,,,,,,,,
6/1/2021,Hydric,Control,7,OW,OW,0.002857241,0.001257113,9.17E-05,,300,,,,,,,,
6/1/2021,Hydric,Control,8,OW,OW,0.001383968,0.014196995,0.002393836,,300,,,,,,,,
6/1/2021,Hydric,Ancillary,1,OW,OW,0.001195578,0.003993161,0.000634519,,300,,,,,,,,
6/1/2021,Hydric,Ancillary,2,OW,OW,0.00176459,0.009883237,0.001555248,,300,,,,,,,,
6/1/2021,Hydric,Ancillary,3,OW,OW,0.001449248,0.018324433,0.002081545,,300,,,,,,,,
6/1/2021,Hydric,Ancillary,4,OW,OW,0.001259588,0.000378079,7.59E-05,,300,,,,,,,,
6/1/2021,Hydric,Ancillary,5,OW,OW,0.001889378,0.00515176,0.001177368,,300,,,,,,,,
6/1/2021,Hydric,Ancillary,6,OW,OW,0.000985564,0.011041829,0.001754391,,300,,,,,,,,
6/1/2021,Hydric,Ancillary,7,OW,OW,0.002331518,0.009119348,0.001062734,,300,,,,,,,,
6/1/2021,Hydric,Ancillary,8,OW,OW,0.001624557,0.004464243,0.00059803,,300,,,,,,,,
6/1/2021,Xeric,Snowfence,1,OW,OW,0.004067155,0.011795371,0.001574915,,300,,,,,,,,
6/1/2021,Xeric,Snowfence,2,OW,OW,0.002769877,0.011408977,0.002816019,,300,,,,,,,,
6/1/2021,Xeric,Snowfence,3,OW,OW,0.006262792,0.018880714,0.002316137,,300,,,,,,,,
6/1/2021,Xeric,Snowfence,4,OW,OW,0.004801591,0.013522983,0.002056833,,300,,,,,,,,
6/1/2021,Xeric,Snowfence,5,OW,OW,0.005596368,0.013271721,0.001071466,,300,,,,,,,,
6/1/2021,Xeric,Snowfence,6,OW,OW,0.00592287,0.019791485,0.001999823,,300,,,,,,,,
6/1/2021,Xeric,Snowfence,7,OW,OW,0.006148115,0.014309508,0.002248011,,300,,,,,,,,
6/1/2021,Xeric,Snowfence,8,OW,OW,0.004130488,0.005984463,0.000999836,,300,,,,,,,,
6/1/2021,Xeric,Control,1,OW,OW,0.004633835,0.001141724,0.00029545,,300,,,,,,,,
6/1/2021,Xeric,Control,2,OW,OW,0.006491795,0.014388363,0.002190409,,300,,,,,,,,
6/1/2021,Xeric,Control,3,OW,OW,0.002712959,0.01676544,0.002247198,,300,,,,,,,,
6/1/2021,Xeric,Control,4,OW,OW,0.003338074,0.000431767,7.35E-05,,300,,,,,,,,
6/1/2021,Xeric,Control,5,OW,OW,0.004451486,0.011021647,0.00208647,,300,,,,,,,,
6/1/2021,Xeric,Control,6,OW,OW,0.001212139,0.010614237,0.001103202,,300,,,,,,,,
6/1/2021,Xeric,Control,7,OW,OW,0.004305248,0.011486129,0.002155812,,300,,,,,,,,
6/1/2021,Xeric,Control,8,OW,OW,0.003970584,0.008521023,0.002279676,,300,,,,,,,,
6/1/2021,Xeric,Ancillary,1,OW,OW,0.003304699,0.010109176,0.000970691,,300,,,,,,,,
6/1/2021,Xeric,Ancillary,2,OW,OW,0.003491116,0.007752721,0.000920905,,300,,,,,,,,
6/1/2021,Xeric,Ancillary,3,OW,OW,0.005126706,0.006739199,0.001334447,,300,,,,,,,,
6/1/2021,Xeric,Ancillary,4,OW,OW,0.005179315,0.003772655,0.000610255,,300,,,,,,,,
6/1/2021,Xeric,Ancillary,5,OW,OW,0.004350164,0.007792391,0.002756657,,300,,,,,,,,
6/1/2021,Xeric,Ancillary,6,OW,OW,0.005262358,0.015700701,0.002112589,,300,,,,,,,,
6/1/2021,Xeric,Ancillary,7,OW,OW,0.004489264,0.018540124,0.002185574,,300,,,,,,,,
6/1/2021,Xeric,Ancillary,8,OW,OW,0.00610871,0.000138846,2.13E-05,,300,,,,,,,,
6/1/2021,Mesic,Snowfence,1,OW,OW,0.0020519,0.014916325,0.007847393,,300,,,,,,,,
6/1/2021,Mesic,Snowfence,2,OW,OW,0.001608045,0.019776308,0.015162352,,300,,,,,,,,
6/1/2021,Mesic,Snowfence,3,OW,OW,0.002286165,0.009563556,0.001616155,,300,,,,,,,,
6/1/2021,Mesic,Snowfence,4,OW,OW,0.001712777,0.006304404,0.004735823,,300,,,,,,,,
6/1/2021,Mesic,Snowfence,5,OW,OW,0.002460727,0.001805671,0.001035842,,300,,,,,,,,
6/1/2021,Mesic,Snowfence,6,OW,OW,0.001789573,0.007809946,0.001265491,,300,,,,,,,,
6/1/2021,Mesic,Snowfence,7,OW,OW,0.002676794,0.013728662,0.016838199,,300,,,,,,,,
6/1/2021,Mesic,Snowfence,8,OW,OW,0.002198845,0.002065117,0.003264551,,300,,,,,,,,
6/1/2021,Mesic,Control,1,OW,OW,0.001938045,0.008363836,0.00321447,,300,,,,,,,,
6/1/2021,Mesic,Control,2,OW,OW,0.003601073,0.009562525,0.005529252,,300,,,,,,,,
6/1/2021,Mesic,Control,3,OW,OW,0.002563645,0.001831971,0.001539191,,300,,,,,,,,
6/1/2021,Mesic,Control,4,OW,OW,0.001722652,0.018415889,0.007623202,,300,,,,,,,,
6/1/2021,Mesic,Control,5,OW,OW,0.00150131,0.001942475,0.00428845,,300,,,,,,,,
6/1/2021,Mesic,Control,6,OW,OW,0.00279235,0.000277702,0.000349972,,300,,,,,,,,
6/1/2021,Mesic,Control,7,OW,OW,0.001726281,0.01848385,0.00874429,,300,,,,,,,,
6/1/2021,Mesic,Control,8,OW,OW,0.002353997,0.00025338,8.87E-05,,300,,,,,,,,
6/1/2021,Mesic,Ancillary,1,OW,OW,0.001139521,0.004831621,0.007094565,,300,,,,,,,,
6/1/2021,Mesic,Ancillary,2,OW,OW,0.001539097,0.011845893,0.014010479,,300,,,,,,,,
6/1/2021,Mesic,Ancillary,3,OW,OW,0.000952146,0.014659772,0.011709699,,300,,,,,,,,
6/1/2021,Mesic,Ancillary,4,OW,OW,0.00256265,0.003110414,0.001789847,,300,,,,,,,,
6/1/2021,Mesic,Ancillary,5,OW,OW,0.001292673,0.012412922,0.007223449,,300,,,,,,,,
6/1/2021,Mesic,Ancillary,6,OW,OW,0.001752924,0.026336479,0.017116192,,300,,,,,,,,
6/1/2021,Mesic,Ancillary,7,OW,OW,0.001723752,0.006585295,0.008063301,,300,,,,,,,,
6/1/2021,Mesic,Ancillary,8,OW,OW,0.001978444,0.013296671,0.003071488,,300,,,,,,,,
